name,PARTY,handle,STATEABBR,RACE,DISTRICT,ELECTIONDATE,VOTE_SHARE,NOTES,NONPARTISAN_PRIMARY,DISTRICT_CORR,STATE_CORR,RUNOFF_PERC,RANKED_CHOICE_VOTING,COMPLETE
Nicholas Mitchell,D,,UT,US Representative,2,28/06/2022,,C,,,,,,Y
Chris Stewart,R,stewartforutah,UT,US Representative,2,28/06/2022,72.1,,,,,,,Y
Jared Dallin,R,jareddallin,UT,US Representative,3,28/06/2022,,NL,,,,,,Y
John Curtis,R,curtisut,UT,US Representative,3,28/06/2022,72.5,,,,,,,Y
Burgess Owens,R,burgessowens,UT,US Representative,4,28/06/2022,60.4,,,,,,,Y
Austin Searle,D,austintsearle,UT,US Senator,,28/06/2022,,WD,,,,,,Y
Nicholas Mitchell,D,,UT,US Senator,,28/06/2022,,WD,,,,,,Y
Allen B. Glines,D,,UT,US Senator,,28/06/2022,,WD,,,,,,Y
John Kael Weston,D,kaelweston,UT,US Senator,,28/06/2022,,NL,,,,,,Y
Allyson Isom,R,allyisom,UT,US Senator,,28/06/2022,8.2,,,,,,,Y
Mike Lee,R,mikeleeforutah,UT,US Senator,,28/06/2022,62.1,,,,,,,Y
Becky Edwards,R,beckyforutah,UT,US Senator,,28/06/2022,29.7,,,,,,,Y
Becca Balint,D,beccabalintvt,VT,US Representative,1,09/08/2022,60.3,,,,,,,Y
Kesha K. Ram Hinsdale,D,kesharam,VT,US Representative,1,09/08/2022,,WD,,,,,,Y
Peter Welch,D,welchforvt,VT,US Representative,1,09/08/2022,,NL,,,,,,Y
Justin Tuthill,R,justintuthill,VT,US Senator,,09/08/2022,,WD,,,,,,Y
Peter Welch,D,welchforvt,VT,US Senator,,09/08/2022,87.2,,,,,,,Y
Stewart Navarre,D,stewartnavarre,VA,US Representative,1,21/06/2022,,WD,,,,,,Y
Rob Wittman,R,reelectwittman,VA,US Representative,1,21/06/2022,,C,,,,,,Y
David Beckwith,R,daveb4congress,VA,US Representative,10,21/06/2022,2,,,,,,1,Y
Brooke Taylor,R,,VA,US Representative,10,21/06/2022,0.4,,,,,,1,Y
Brandon Michon,R,brandonmichon,VA,US Representative,10,21/06/2022,,,,,,,1,Y
Hung Cao,R,,VA,US Representative,10,21/06/2022,42,,,,,,1,Y
Caleb J. Max,R,,VA,US Representative,10,21/06/2022,4.1,,,,,,1,Y
Jeanine M. Lawson,R,jeaninelawsonva,VA,US Representative,10,21/06/2022,28.9,,,,,,1,Y
Monica Carpio,R,moncarpiova,VA,US Representative,10,21/06/2022,,NL,,,,,1,Y
Paul K. Lott,R,paullott,VA,US Representative,10,21/06/2022,,WD,,,,,1,Y
Clay Percle,R,claypercle,VA,US Representative,10,21/06/2022,,WD,,,,,1,Y
John Beatty,R,,VA,US Representative,10,21/06/2022,1.5,,,,,,1,Y
Shadi Ayyas,D,,VA,US Representative,10,21/06/2022,,WD,,,,,,Y
Jennifer Wexton,D,jenniferwexton,VA,US Representative,10,21/06/2022,,C,,,,,,Y
Bryce E. Reeves,R,reevesva,VA,US Representative,10,21/06/2022,,NL,,,,,1,Y
Joseph Ray Babb,R,,VA,US Representative,11,21/06/2022,7.7,,,,,,1,Y
Ally Dalsimer,D,,VA,US Representative,11,21/06/2022,,WD,,,,,,Y
Manga A. Anantatmula,R,manga4congress,VA,US Representative,11,21/06/2022,31,,,,,,1,Y
Gerry Connolly,D,electconnolly,VA,US Representative,11,21/06/2022,,C,,,,,,Y
Neil Smith,D,neilsmithva,VA,US Representative,2,21/06/2022,,WD,,,,,,Y
Theodore Engquist,R,tedengquist,VA,US Representative,2,21/06/2022,,NL,,,,,,Y
Jarome Bell,R,,VA,US Representative,2,21/06/2022,27.1,,,,,,,Y
Andy Baan,R,andybaan,VA,US Representative,2,21/06/2022,2.9,,,,,,,Y
Jen A. Kiggans,R,jenkiggans,VA,US Representative,2,21/06/2022,55.6,,,,,,,Y
Elaine Luria,D,elaineluriava,VA,US Representative,2,21/06/2022,,C,,,,,,Y
James L. Taylor,D,electzeb,VA,US Representative,3,21/06/2022,,WD,,,,,,Y
Luis Enrique Rivera,D,,VA,US Representative,3,21/06/2022,,WD,,,,,,Y
Bobby Scott,D,bobbyscott4va3,VA,US Representative,3,21/06/2022,,C,,,,,,Y
Leon Benjamin,R,leon4congress,VA,US Representative,4,21/06/2022,,C,,,,,,Y
A. Donald McEachin,D,donald_mceachin,VA,US Representative,4,21/06/2022,,C,,,,,,Y
Andy Parker,D,andyparkerva,VA,US Representative,5,21/06/2022,,WD,,,,,,Y
Joshua Throneburg,D,jthroneburg,VA,US Representative,5,21/06/2022,,C,,,,,,Y
Lewis Combs,D,lewiscombs2022,VA,US Representative,5,21/06/2022,,WD,,,,,,Y
Kimberly Lowe,R,,VA,US Representative,5,21/06/2022,,NL,,,,,,Y
Bob Good,R,goodforcongress,VA,US Representative,5,21/06/2022,84.6,,,,,,,Y
Shadi Ayyas,D,,VA,US Representative,5,21/06/2022,,NL,,,,,,Y
Merritt Hale,R,merritthale,VA,US Representative,6,21/06/2022,17.8,,,,,,,Y
Jennifer L. Lewis,D,,VA,US Representative,6,21/06/2022,,WD,,,,,,Y
Ben Cline,R,cline4virginia,VA,US Representative,6,21/06/2022,82.2,,,,,,,Y
Michael A. Monteforte,R,,VA,US Representative,7,21/06/2022,,WD,,,,,,Y
Derrick Anderson,R,derrickforva,VA,US Representative,7,21/06/2022,23.8,,,,,,,Y
Gina Ciarcia,R,,VA,US Representative,7,21/06/2022,4.2,,,,,,,Y
Taylor Keeney,R,taylorkeeneyva,VA,US Representative,7,21/06/2022,,WD,,,,,,Y
John Castorani,R,,VA,US Representative,7,21/06/2022,,WD,,,,,,Y
Gary Barve,R,,VA,US Representative,7,21/06/2022,,WD,,,,,,Y
Abigail Spanberger,D,spanbergerva07,VA,US Representative,7,21/06/2022,,C,,,,,,Y
John J. McGuire,R,johnmcguire4va,VA,US Representative,7,21/06/2022,,WD,,,,,,Y
Tina M. Ramirez,R,tinaramirezva,VA,US Representative,7,21/06/2022,,WD,,,,,,Y
Victoria I. Virasingh,D,,VA,US Representative,8,21/06/2022,22.2,,,,,,,Y
Heerak C. Kim,R,heerak4congress,VA,US Representative,8,21/06/2022,2.4,,,,,,,Y
Don Beyer,D,donbeyerva,VA,US Representative,8,21/06/2022,77.8,,,,,,,Y
Morgan Griffith,R,morgangriffith,VA,US Representative,9,21/06/2022,,C,,,,,,Y
Suzan DelBene,D,suzandelbene,WA,US Representative,1,02/08/2022,62.3,,1,,,,,Y
Marilyn Strickland,D,stricklandforwa,WA,US Representative,10,02/08/2022,,,1,,,,,Y
Keith R. Swank,R,swank4america,WA,US Representative,10,02/08/2022,,,1,,,,,Y
Jason Call,D,callforcongress,WA,US Representative,2,02/08/2022,14.5,,1,,,,,Y
Rick Larsen,D,larsenrick,WA,US Representative,2,02/08/2022,45.8,,1,,,,,Y
Christopher Maynard,D,,WA,US Representative,3,02/08/2022,,WD,1,,,,,Y
Heidi St. John,R,hsjforcongress,WA,US Representative,3,02/08/2022,16,,1,,,,,Y
Lucy E.J. Lauser,D,,WA,US Representative,3,02/08/2022,,WD,1,,,,,Y
Joseph Kent,R,joekent16jan19,WA,US Representative,3,02/08/2022,22.8,,1,,,,,Y
Brent W. Hennrich,D,bhennrich,WA,US Representative,3,02/08/2022,,WD,1,,,,,Y
Wadi A. Yakhour,R,wadiforcongress,WA,US Representative,3,02/08/2022,,WD,1,,,,,Y
Jaime Herrera Beutler,R,jaimeforusrep,WA,US Representative,3,02/08/2022,22.8,,1,,,,,Y
Doug White,D,douglaswhite,WA,US Representative,4,02/08/2022,25.4,,1,,,,,Y
Jerrod Sessler,R,,WA,US Representative,4,02/08/2022,12.1,,1,,,,,Y
Loren Culp,R,lorenculp,WA,US Representative,4,02/08/2022,21.1,,1,,,,,Y
Brad Klippert,R,bradklippert,WA,US Representative,4,02/08/2022,10.6,,1,,,,,Y
Dan Newhouse,R,newhouse4rep,WA,US Representative,4,02/08/2022,25.5,,1,,,,,Y
Cathy McMorris Rodgers,R,teamcmr,WA,US Representative,5,02/08/2022,50.5,,1,,,,,Y
Aaron Hansen,R,aaron4_congress,WA,US Representative,6,02/08/2022,,NL,1,,,,,Y
Elizabeth Kreiselmaier,R,cleanupthehouse,WA,US Representative,6,02/08/2022,23.1,,1,,,,,Y
Rebecca Parson,D,,WA,US Representative,6,02/08/2022,9,,1,,,,,Y
Derek Kilmer,D,derekkilmer,WA,US Representative,6,02/08/2022,51.8,,1,,,,,Y
Pramila Jayapal,D,pramilajayapal,WA,US Representative,7,02/08/2022,84.6,,1,,,,,Y
Matt Larkin,R,mattlarkin4wa,WA,US Representative,8,02/08/2022,17,,1,,,,,Y
Jesse Jensen,R,jessejensenwa,WA,US Representative,8,02/08/2022,12.9,,1,,,,,Y
Kim Schrier,D,drkimschrier,WA,US Representative,8,02/08/2022,47.9,,1,,,,,Y
Krystal Marx,D,krystalforwa,WA,US Representative,9,02/08/2022,,WD,1,,,,,Y
Stephanie D. Gallardo,D,,WA,US Representative,9,02/08/2022,15.9,,1,,,,,Y
Doug M. Basler,R,dougbasler,WA,US Representative,9,02/08/2022,20.6,,1,,,,,Y
Adam Smith,D,electadamsmith,WA,US Representative,9,02/08/2022,55.2,,1,,,,,Y
Tiffany Smiley,R,smileyforwa,WA,US Senator,,02/08/2022,32,,1,,,,,Y
Nicolaus Sleister,D,nick4wa,WA,US Senator,,02/08/2022,,WD,1,,,,,Y
Robert W. Kirby,D,kirbyforsenate,WA,US Senator,,02/08/2022,,WD,1,,,,,Y
Patty Murray,D,murraycampaign,WA,US Senator,,02/08/2022,54,,1,,,,,Y
Lacy Watson,D,votelacy,WV,US Representative,1,10/05/2022,100,,,,,,,Y
Carol Miller,R,carolmillerwv,WV,US Representative,1,10/05/2022,66.3,,,,,,,Y
Michael R. Sisco,R,,WV,US Representative,2,10/05/2022,,WD,,,,,,Y
Susan Buchser-Lochocki,R,buchsersusan,WV,US Representative,2,10/05/2022,4,,,,,,,Y
David B. McKinley,R,mckinleyforwv,WV,US Representative,2,10/05/2022,35.6,,,,,,,Y
Alex Mooney,R,mooneyforwv,WV,US Representative,2,10/05/2022,54.2,,,,,,,Y
Ann Roe,D,,WI,US Representative,1,09/08/2022,99.8,,,,,,,Y
Bryan Steil,R,bryansteil,WI,US Representative,1,09/08/2022,99.2,,,,,,,Y
Charity Barry,R,barrycongress,WI,US Representative,2,09/08/2022,49.9,,,,,,,Y
Mark Pocan,D,markpocan,WI,US Representative,2,09/08/2022,99.8,,,,,,,Y
Brett Knudson,D,3rddem,WI,US Representative,3,09/08/2022,,WD,,,,,,Y
Derrick F. Van Orden,R,derrickvanorden,WI,US Representative,3,09/08/2022,99.3,,,,,,,Y
Mark W. Neumann,D,drmark_3rdcd_wi,WI,US Representative,3,09/08/2022,10.8,,,,,,,Y
Ron Kind,D,kindforcongress,WI,US Representative,3,09/08/2022,,NL,,,,,,Y
Gwen Moore,D,gwen4congress,WI,US Representative,4,09/08/2022,99.6,,,,,,,Y
Scott Fitzgerald,R,fitzgeraldforwi,WI,US Representative,5,09/08/2022,99.4,,,,,,,Y
Douglas Mullenix,R,douglasforwi,WI,US Representative,6,09/08/2022,17.6,,,,,,,Y
Amy I. Washburn,D,aiwashburn,WI,US Representative,6,09/08/2022,,WD,,,,,,Y
Glenn Grothman,R,grothmanforwi,WI,US Representative,6,09/08/2022,82.4,,,,,,,Y
Tom Tiffany,R,tomtiffanywi,WI,US Representative,7,09/08/2022,86.5,,,,,,,Y
Mike Gallagher,R,mikeforwi,WI,US Representative,8,09/08/2022,84.6,,,,,,,Y
Adam Silk Benedetto,R,benedetto4wi,WI,US Senator,,09/08/2022,,WD,,,,,,Y
Chantia Lewis,D,,WI,US Senator,,09/08/2022,,WD,,,,,,Y
Peter Peckarsky,D,peckarskyforwi,WI,US Senator,,09/08/2022,0.5,,,,,,,Y
Steven Olikara,D,stevenolikara,WI,US Senator,,09/08/2022,1.1,,,,,,,Y
Gillian Chapin Battino,D,,WI,US Senator,,09/08/2022,,WD,,,,,,Y
Adam C. Murphy,D,murphyforwi,WI,US Senator,,09/08/2022,,WD,,,,,,Y
Sarah Godlewski,D,sarahforwi,WI,US Senator,,09/08/2022,8.7,UW,,,,,,Y
Mandela Barnes,D,theothermandela,WI,US Senator,,09/08/2022,77.5,,,,,,,Y
Alex Lasry,D,alexlasrywi,WI,US Senator,,09/08/2022,8.7,UW,,,,,,Y
Ron Johnson,R,ronjohnsonwi,WI,US Senator,,09/08/2022,84.6,,,,,,,Y
Tom Nelson,D,nelsonforwi,WI,US Senator,,09/08/2022,2.1,UW,,,,,,Y
Denton Knapp,R,,WY,US Representative,1,16/08/2022,1.3,,,,,,,Y
Robyn M. Belinskey,R,belinskey_robyn,WY,US Representative,1,16/08/2022,0.8,,,,,,,Y
Charles Gray,R,chuckforwyoming,WY,US Representative,1,16/08/2022,,WD,,,,,,Y
Darin D. Smith,R,smithforwyoming,WY,US Representative,1,16/08/2022,,WD,,,,,,Y
Liz Cheney,R,liz_cheney,WY,US Representative,1,16/08/2022,28.9,,,,,,,Y
Anthony Bouchard,R,anthonybouchard,WY,US Representative,1,16/08/2022,2.6,,,,,,,Y
David McCormick,R,davemccormickpa,PA,US Senator,,17/05/2022,31.1,,,,,,,Y
George Bochetto,R,georgebochetto,PA,US Senator,,17/05/2022,1.1,,,,,,,Y
