INCUMBENT,STATUS,ELECTIONCODE,ELECTIONDATE,STATEABBR,LEVEL,CHAMBER,DISTRICT,RACE,ETHNICITY,GENDER,PARTY,screen_name,name
Y,Running,P,2022-05-17,PA,FL,FH,14.0,US Representative,White/Caucasian,Male,R,reschenthaler,Guy Reschenthaler
,Running,P,2022-05-17,PA,FL,FH,15.0,US Representative,,Male,R,g_rathmellforpa,George Rathmell
Y,Running,P,2022-05-17,PA,FL,FH,15.0,US Representative,White/Caucasian,Male,R,congressmangt,Glenn Thompson
Y,Running,P,2022-05-17,PA,FL,FH,16.0,US Representative,White/Caucasian,Male,R,mikekellyforpa,Mike Kelly
,Running,P,2022-05-17,PA,FL,FH,17.0,US Representative,,Male,D,chrisforpa,Chris Deluzio
,Running,P,2022-05-17,PA,FL,FH,17.0,US Representative,White/Caucasian,Male,R,deanforpa,Dean J. Cavaretta
,Running,P,2022-05-17,PA,FL,FH,2.0,US Representative,White/Caucasian,Male,D,salem4congress,Salem Snow
,Running,P,2022-05-17,PA,FL,FH,2.0,US Representative,Hispanic/Latino,Male,D,gilbert45676603,Gilberto Gonzalez
Y,Running,P,2022-05-17,PA,FL,FH,2.0,US Representative,White/Caucasian,Male,D,repbrendanboyle,Brendan Boyle
,Running,P,2022-05-17,PA,FL,FH,3.0,US Representative,,Male,D,rodill4congress,Austin Rodill
,Running,P,2022-05-17,PA,FL,FH,3.0,US Representative,White/Caucasian,Female,D,ahunt4congress,Alexandra M. Hunt
Y,Running,P,2022-05-17,PA,FL,FH,3.0,US Representative,Black/African American,Male,D,dwightevanspa,Dwight Evans
,Running,P,2022-05-17,PA,FL,FH,4.0,US Representative,,Male,R,cn4pa4,Christian Nascimento
Y,Running,P,2022-05-17,PA,FL,FH,4.0,US Representative,White/Caucasian,Female,D,madeleinedean,Madeleine Dean
,Running,P,2022-05-17,PA,FL,FH,5.0,US Representative,,Male,R,johnhayes4pa5,John V. Hayes
,Running,P,2022-05-17,PA,FL,FH,5.0,US Representative,,Male,R,davegalluchpa,David Galluch
,Running,P,2022-05-17,PA,FL,FH,5.0,US Representative,White/Caucasian,Female,R,dashapruett,Dasha Y. Pruett
Y,Running,P,2022-05-17,PA,FL,FH,5.0,US Representative,White/Caucasian,Female,D,marygayscanlon,Mary Gay Scanlon
,Running,P,2022-05-17,PA,FL,FH,5.0,US Representative,,Male,D,vote4lanni,Louis D. Lanni
,Withdrew From Race,P,2022-05-17,PA,FL,FH,6.0,US Representative,,Male,R,forvogel,Ron Vogel
Y,Running,P,2022-05-17,PA,FL,FH,6.0,US Representative,White/Caucasian,Female,D,houlahanforpa,Chrissy Houlahan
,Running,P,2022-05-17,PA,FL,FH,7.0,US Representative,White/Caucasian,Male,R,kevindellicker,Kevin W. Dellicker
,Running,P,2022-05-17,PA,FL,FH,7.0,US Representative,White/Caucasian,Female,R,schellerforpa,Lisa Scheller
Y,Running,P,2022-05-17,PA,FL,FH,7.0,US Representative,White/Caucasian,Female,D,wildforcongress,Susan Wild
,Running,P,2022-05-17,PA,FL,FH,7.0,US Representative,White/Caucasian,Male,R,ryan_mackenzie,Ryan E. Mackenzie
,Running,P,2022-05-17,PA,FL,FH,8.0,US Representative,,Male,D,lanzarofisherpa,Jon Lanzaro-Fisher
,Withdrew From Race,P,2022-05-17,PA,FL,FH,8.0,US Representative,White/Caucasian,Male,R,danielscongress,Teddy V. Daniels
Y,Running,P,2022-05-17,PA,FL,FH,8.0,US Representative,White/Caucasian,Male,D,cartwrightpa,Matt Cartwright
,Running,P,2022-05-17,PA,FL,FH,8.0,US Representative,White/Caucasian,Male,R,bognet4congress,Jim R. Bognet
,Running,P,2022-05-17,PA,FL,FH,9.0,US Representative,White/Caucasian,Male,R,ashecktor,Andrew Shecktor
Y,Running,P,2022-05-17,PA,FL,FH,9.0,US Representative,White/Caucasian,Male,R,meuser4congress,Dan Meuser
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Female,R,carlahsands,Carla H. Sands
,Withdrew From Race,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,D,ericorts,Eric Orts
,Running,P,2022-05-17,PA,FL,FS,,US Senator,,Male,R,johnsonussenate,Ronald E. Johnson
,Running,P,2022-05-17,PA,FL,FS,,US Senator,,Male,D,drbaumlinforpa,Kevin Baumlin
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,R,martinrosenfel3,Martin Rosenfeld
,Running,P,2022-05-17,PA,FL,FS,,US Senator,,Male,R,johndebellispa,John DeBellis
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,D,shank_al,Alan M. Shank
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,D,kylenortonpa,Kyle C. Norton
,Withdrew From Race,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,D,johndmcguigan,John D. McGuigan
,Running,P,2022-05-17,PA,FL,FS,,US Senator,,Female,D,alex4ussenate,Alexandria G. Khalil
,Running,P,2022-05-17,PA,FL,FS,,US Senator,Black/African American,Female,R,kathy4truth,Kathy Barnette
,Withdrew From Race,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,R,seanparnellusa,Sean Parnell
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,R,bobbyjeffriespa,Robert J. Jeffries
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,R,droz,Mehmet Oz
,Running,P,2022-05-17,PA,FL,FS,,US Senator,Black/African American,Male,D,malcolmforpa,Malcolm Kenyatta
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,D,conorlambpa,Conor Lamb
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,R,jeff_bartos,Jeffrey A. Bartos
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,D,johnfetterman,John K. Fetterman
,Running,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Male,R,everettstern1,Everett A. Stern
,Withdrew From Race,P,2022-05-17,PA,FL,FS,,US Senator,White/Caucasian,Female,D,valarkooshpa,Valerie A. Arkoosh
,Withdrew From Race,P,2022-05-17,PA,FL,FS,,US Senator,Black/African American,Male,D,streetforpa,Sharif Street
,Running,P,2022-09-13,RI,FL,FH,1.0,US Representative,,Male,R,allenrwaters,Allen R. Waters
Y,Running,P,2022-09-13,RI,FL,FH,1.0,US Representative,White/Caucasian,Male,D,davidcicilline,David Cicilline
,Running,P,2022-09-13,RI,FL,FH,2.0,US Representative,White/Caucasian,Male,D,sethmagaziner,Seth Magaziner
,Running,P,2022-09-13,RI,FL,FH,2.0,US Representative,White/Caucasian,Male,R,boblancia,Robert B. Lancia
,Running,P,2022-09-13,RI,FL,FH,2.0,US Representative,White/Caucasian,Female,D,joyfoxri,Joy Fox
,Running,P,2022-09-13,RI,FL,FH,2.0,US Representative,White/Caucasian,Male,D,edwinpacheco,Edwin R. Pacheco
Y,Withdrew From Race,P,2022-09-13,RI,FL,FH,2.0,US Representative,White/Caucasian,Male,D,langevinforri,Jim Langevin
,Running,P,2022-06-14,SC,FL,FH,1.0,US Representative,White/Caucasian,Female,R,lynzpiperloomis,Lynz Piper-Loomis
,Running,P,2022-06-14,SC,FL,FH,1.0,US Representative,Hispanic/Latino,Female,R,ingrid4rep,Ingrid I. Centurion
Y,Running,P,2022-06-14,SC,FL,FH,1.0,US Representative,White/Caucasian,Female,R,nancymace,Nancy Mace
,Running,P,2022-06-14,SC,FL,FH,2.0,US Representative,,Female,R,mcfaddenforsc,Melissa McFadden
,Running,P,2022-06-14,SC,FL,FH,2.0,US Representative,,Male,D,karrforcongress,Gregory B. Karr
Y,Running,P,2022-06-14,SC,FL,FH,2.0,US Representative,White/Caucasian,Male,R,teamjoewilson,Joe Wilson
Y,Running,P,2022-06-14,SC,FL,FH,3.0,US Representative,White/Caucasian,Male,R,duncan4congress,Jeff D. Duncan
Y,Running,P,2022-06-14,SC,FL,FH,4.0,US Representative,White/Caucasian,Male,R,votetimmons,William Timmons
,Running,P,2022-06-14,SC,FL,FH,5.0,US Representative,,Male,D,kevincongresssc,Kevin Eckert
Y,Running,P,2022-06-14,SC,FL,FH,5.0,US Representative,White/Caucasian,Male,R,ralphnorman,Ralph Norman
,Running,P,2022-06-14,SC,FL,FH,6.0,US Representative,,Male,R,johnchapmanfor1,John Chapman
Y,Running,P,2022-06-14,SC,FL,FH,6.0,US Representative,Black/African American,Male,D,clyburnsc06,James E. Clyburn
,Withdrew From Race,P,2022-06-14,SC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,grahamallen2022,Graham Allen
,Running,P,2022-06-14,SC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,steve_reichert,Steve Reichert
,Running,P,2022-06-14,SC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,tomdunn,Tom Dunn
,Running,P,2022-06-14,SC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,justindavisonsc,Justin K. Davison
Y,Running,P,2022-06-14,SC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,tomricesc7,Tom Rice
,Running,P,2022-06-14,SC,FL,FS,,US Senator,Black/African American,Female,D,tnovsa,Catherine Fleming Bruce
,Running,P,2022-06-14,SC,FL,FS,,US Senator,Black/African American,Female,D,geterforsenate,Angela Geter
,Running,P,2022-06-14,SC,FL,FS,,US Senator,White/Caucasian,Male,R,swainforsenate,Timothy Swain
,Withdrew From Race,P,2022-06-14,SC,FL,FS,,US Senator,,Male,D,vireshmsinha,Viresh M. Sinha
,Running,P,2022-06-14,SC,FL,FS,,US Senator,Black/African American,Female,D,kmforsenate,Krystle N. Matthews
Y,Running,P,2022-06-14,SC,FL,FS,,US Senator,Black/African American,Male,R,votetimscott,Tim Scott
Y,Running,P,2022-06-07,SD,FL,FH,1.0,US Representative,White/Caucasian,Male,R,dustyjohnson,Dusty Johnson
Y,Running,P,2022-08-04,TN,FL,FH,1.0,US Representative,White/Caucasian,Female,R,dharshbargertn1,Diana Harshbarger
Y,Running,P,2022-08-04,TN,FL,FH,2.0,US Representative,White/Caucasian,Male,R,timburchett,Tim Burchett
,Running,P,2022-08-04,TN,FL,FH,3.0,US Representative,White/Caucasian,Male,D,mattadamstn,Matthew D. Adams
,Running,P,2022-08-04,TN,FL,FH,3.0,US Representative,Black/African American,Male,D,natedossiii,Nathaniel Doss
,Running,P,2022-08-04,TN,FL,FH,3.0,US Representative,,Female,D,meg4congress,Meg Gorman
Y,Running,P,2022-08-04,TN,FL,FH,3.0,US Representative,White/Caucasian,Male,R,chuck4congress,Chuck Fleischmann
,Running,P,2022-08-04,TN,FL,FH,4.0,US Representative,White/Caucasian,Male,R,meyertn4,Lawrence N. Douglas Meyer
Y,Running,P,2022-08-04,TN,FL,FH,4.0,US Representative,White/Caucasian,Male,R,tndesjarlais,Scott DesJarlais
,Running,P,2022-08-04,TN,FL,FH,5.0,US Representative,,Male,R,wbaxterlee,William Baxter Lee
,Running,P,2022-08-04,TN,FL,FH,5.0,US Representative,White/Caucasian,Male,R,robbystarbuck,Robby Starbuck
,Running,P,2022-08-04,TN,FL,FH,5.0,US Representative,Black/African American,Female,D,odessakellytn,Odessa Kelly
,Withdrew From Race,P,2022-08-04,TN,FL,FH,5.0,US Representative,Black/African American,Male,R,quincy4congress,Quincy McKnight
Y,Withdrew From Race,P,2022-08-04,TN,FL,FH,5.0,US Representative,White/Caucasian,Male,D,coopforcongress,Jim Cooper
Y,Running,P,2022-08-04,TN,FL,FH,6.0,US Representative,White/Caucasian,Male,R,johnrosefortn,John Rose
Y,Running,P,2022-08-04,TN,FL,FH,7.0,US Representative,White/Caucasian,Male,R,drmarkgreen4tn,Mark Green
Y,Running,P,2022-08-04,TN,FL,FH,8.0,US Representative,White/Caucasian,Male,R,davidkustoff,David Kustoff
Y,Running,P,2022-08-04,TN,FL,FH,9.0,US Representative,White/Caucasian,Male,D,reelectcohen,Steve Cohen
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,,Male,D,kocen4congress,Stephen Martin Kocen
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,Black/African American,Male,D,dunn4congress,Victor D. Dunn
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,Two or More Ethnicities,Male,D,gavin4congress,Gavin Dass
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,White/Caucasian,Male,R,joemcd2,Joe McDaniel
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,White/Caucasian,Male,R,moran4congress,Nathaniel Moran
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,,Male,R,atholi4congress,Aditya Atholi
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,,Male,R,johnporro4tx,John Charles Porro
,Withdrew From Race,P,2022-03-01,TX,FL,FH,1.0,US Representative,White/Caucasian,Male,D,hank4texas,Hank Gilbert
,Running,P,2022-03-01,TX,FL,FH,1.0,US Representative,Black/African American,Male,D,jrmarjefferson,Jrmar Jefferson
Y,Withdrew From Race,P,2022-03-01,TX,FL,FH,1.0,US Representative,White/Caucasian,Male,R,louiegohmerttx1,Louie Gohmert
,Running,P,2022-03-01,TX,FL,FH,10.0,US Representative,Hispanic/Latino,Female,D,lncongresstx_10,Linda Numo
,Withdrew From Race,P,2022-03-01,TX,FL,FH,10.0,US Representative,Black/African American,Male,D,drlarrywallace1,Larry T. Wallace
Y,Running,P,2022-03-01,TX,FL,FH,10.0,US Representative,White/Caucasian,Male,R,mccaulfortexas,Michael McCaul
,Withdrew From Race,P,2022-03-01,TX,FL,FH,11.0,US Representative,Black/African American,Female,D,shaunebordere,Shaune Bordere
Y,Running,P,2022-03-01,TX,FL,FH,11.0,US Representative,White/Caucasian,Male,R,augustpfluger,August Pfluger
,Running,P,2022-03-01,TX,FL,FH,12.0,US Representative,,Female,R,alysiarieg,Alysia Rieg
,Running,P,2022-03-01,TX,FL,FH,12.0,US Representative,White/Caucasian,Male,R,ryanjcatala,Ryan Catala
,Running,P,2022-03-01,TX,FL,FH,12.0,US Representative,,Male,D,votehunt2022,Trey J. Hunt
,Withdrew From Race,P,2022-03-01,TX,FL,FH,12.0,US Representative,White/Caucasian,Male,R,putnamfortexas,Chris Putnam
Y,Running,P,2022-03-01,TX,FL,FH,12.0,US Representative,White/Caucasian,Female,R,grangercampaign,Kay Granger
,Running,P,2022-03-01,TX,FL,FH,13.0,US Representative,White/Caucasian,Female,D,kat4district13,Mary K. Brown
Y,Running,P,2022-03-01,TX,FL,FH,13.0,US Representative,White/Caucasian,Male,R,ronnyjacksontx,Ronny Jackson
,Withdrew From Race,P,2022-03-01,TX,FL,FH,14.0,US Representative,White/Caucasian,Female,R,drgina_smith,Gina Smith
,Running,P,2022-03-01,TX,FL,FH,14.0,US Representative,,Male,R,rubenldante,Ruben L. Dante
,Running,P,2022-03-01,TX,FL,FH,14.0,US Representative,,Male,D,howard2congress,Eugene Howard
,Running,P,2022-03-01,TX,FL,FH,14.0,US Representative,White/Caucasian,Male,R,kcforcongress,Keith Casey
Y,Running,P,2022-03-01,TX,FL,FH,14.0,US Representative,White/Caucasian,Male,R,weberfortexas,Randy Weber
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,White/Caucasian,Female,R,forchurchill,Vangela Churchill
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,,Male,R,aizarcavazostx,Aizar Cavazos
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,,Female,D,michellevfortx,Michelle Vallejo
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,,Male,D,rigneyteam,John Villarreal Rigney
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,White/Caucasian,Female,R,canady4congress,Sara Canady
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,,Male,D,garzafor15,Julio Garza
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,,Female,D,alvaradofortx15,Eliza Alvarado
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,Hispanic/Latino,Female,R,monica4congress,Monica De La Cruz-Hernandez
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,White/Caucasian,Male,R,krause4congress,Ryan P. Krause
,Running,P,2022-03-01,TX,FL,FH,15.0,US Representative,,Male,D,rubentx15,Ruben R. Ramirez
,Running,P,2022-03-01,TX,FL,FH,16.0,US Representative,,Female,D,dmbfor,Deliris Montanez Berrios
,Running,P,2022-03-01,TX,FL,FH,16.0,US Representative,Hispanic/Latino,Female,R,armendarizdis16,Irene Armendariz-Jackson
Y,Running,P,2022-03-01,TX,FL,FH,16.0,US Representative,Hispanic/Latino,Female,D,vgescobar,Veronica Escobar
,Running,P,2022-03-01,TX,FL,FH,17.0,US Representative,,Male,R,voterosenberger,Robert Rosenberger
,Running,P,2022-03-01,TX,FL,FH,17.0,US Representative,White/Caucasian,Male,R,storm4congress,Jason Jeremy Nelson
,Running,P,2022-03-01,TX,FL,FH,17.0,US Representative,White/Caucasian,Female,R,carson4tx,Paulette Carson
,Running,P,2022-03-01,TX,FL,FH,17.0,US Representative,,Female,D,maryjo_tx17,Mary Jo Woods
Y,Running,P,2022-03-01,TX,FL,FH,17.0,US Representative,White/Caucasian,Male,R,sessionstx17,Pete Sessions
,Withdrew From Race,P,2022-03-01,TX,FL,FH,18.0,US Representative,,Male,D,thompson4tx18,Charles Thompson
,Running,P,2022-03-01,TX,FL,FH,18.0,US Representative,,Female,R,carmen4congress,Carmen Marie Montiel
Y,Running,P,2022-03-01,TX,FL,FH,19.0,US Representative,White/Caucasian,Male,R,jodeyarrington,Jodey Arrington
,Running,P,2022-03-01,TX,FL,FH,2.0,US Representative,White/Caucasian,Male,R,milam2022,Milam Langella
,Running,P,2022-03-01,TX,FL,FH,2.0,US Representative,White/Caucasian,Female,D,robinfulfordtx,Robin Fulford
,Withdrew From Race,P,2022-03-01,TX,FL,FH,2.0,US Representative,,Female,D,_raynareid,Rayna Reid
,Running,P,2022-03-01,TX,FL,FH,2.0,US Representative,,Male,R,thejamesonellis,Jameson Ellis
,Withdrew From Race,P,2022-03-01,TX,FL,FH,2.0,US Representative,White/Caucasian,Male,R,billand_mike,Michael A. Billand
Y,Running,P,2022-03-01,TX,FL,FH,2.0,US Representative,White/Caucasian,Male,R,dancrenshawtx,Daniel Crenshaw
,Running,P,2022-03-01,TX,FL,FH,20.0,US Representative,White/Caucasian,Male,R,kylefor20,Kyle Sinclair
,Withdrew From Race,P,2022-03-01,TX,FL,FH,20.0,US Representative,White/Caucasian,Male,R,stevensforcon22,Michael T. Stevens
Y,Running,P,2022-03-01,TX,FL,FH,20.0,US Representative,Hispanic/Latino,Male,D,castro4congress,Joaquin Castro
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,,Male,D,rvillarrealtx21,Ricardo Villareal
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,,Male,D,coybranscum,Coy Branscum
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,,Male,D,cherif4congress,Cherif Gacis
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,Hispanic/Latino,Female,D,poderconclaudia,Claudia A. Zapata
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,White/Caucasian,Male,R,michaelafrenc13,Michael A. French
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,Black/African American,Male,D,dlandersonjrtx,David L. Anderson
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,White/Caucasian,Male,D,sturmnextterm,Scott W. Sturm
,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,White/Caucasian,Male,R,drrobertlowry,Robert C. Lowry
Y,Running,P,2022-03-01,TX,FL,FH,21.0,US Representative,White/Caucasian,Male,R,chiproytx,Chip Roy
,Running,P,2022-03-01,TX,FL,FH,22.0,US Representative,,Male,R,gjt2022,Gregory Jonathan Thorne
,Withdrew From Race,P,2022-03-01,TX,FL,FH,22.0,US Representative,Hispanic/Latino,Male,D,angelluisvega,Angel Luis Vega
,Running,P,2022-03-01,TX,FL,FH,22.0,US Representative,White/Caucasian,Male,D,squires2022,James S. Squires
,Withdrew From Race,P,2022-03-01,TX,FL,FH,22.0,US Representative,White/Caucasian,Male,D,mattberg4texas,Matthew R. Berg
Y,Running,P,2022-03-01,TX,FL,FH,22.0,US Representative,White/Caucasian,Male,R,sherifftnehls,Troy Nehls
,Running,P,2022-03-01,TX,FL,FH,23.0,US Representative,,Female,R,arredondo_lynch,Alma G. Arrendondo-Lynch
,Running,P,2022-03-01,TX,FL,FH,23.0,US Representative,Hispanic/Latino,Male,D,liraforcongress,John Lira
Y,Running,P,2022-03-01,TX,FL,FH,23.0,US Representative,Hispanic/Latino,Male,R,tonygonzales4tx,Tony Gonzales
,Running,P,2022-03-01,TX,FL,FH,23.0,US Representative,Hispanic/Latino,Female,R,ureste4congress,Alia Garcia-Ureste
,Running,P,2022-03-01,TX,FL,FH,24.0,US Representative,White/Caucasian,Female,D,kathy4congress,Kathy Fragnoli
,Running,P,2022-03-01,TX,FL,FH,24.0,US Representative,White/Caucasian,Male,D,derrikgay,Derrik Gay
Y,Running,P,2022-03-01,TX,FL,FH,24.0,US Representative,White/Caucasian,Female,R,bethvanduyne,Beth Van Duyne
,Withdrew From Race,P,2022-03-01,TX,FL,FH,24.0,US Representative,White/Caucasian,Female,D,beckleyfortx,Michelle Beckley
,Running,P,2022-03-01,TX,FL,FH,24.0,US Representative,White/Caucasian,Female,D,janforcongress,Jan McDowell
,Withdrew From Race,P,2022-03-01,TX,FL,FH,25.0,US Representative,White/Caucasian,Male,R,tylercongress,Tyler Ray Smith
Y,Running,P,2022-03-01,TX,FL,FH,25.0,US Representative,White/Caucasian,Male,R,rogerwilliamstx,Roger Williams
,Running,P,2022-03-01,TX,FL,FH,26.0,US Representative,,Female,R,raven4congress,Raven Harrison
,Running,P,2022-03-01,TX,FL,FH,26.0,US Representative,White/Caucasian,Male,R,brazealfortexas,Brian Brazeal
,Running,P,2022-03-01,TX,FL,FH,26.0,US Representative,,Male,R,gallo4congress,Vincent Gallo
Y,Running,P,2022-03-01,TX,FL,FH,26.0,US Representative,White/Caucasian,Male,R,drburgesstx,Michael C. Burgess
,Running,P,2022-03-01,TX,FL,FH,27.0,US Representative,,Male,D,anthonyjtristan,Anthony J. Tristan
,Running,P,2022-03-01,TX,FL,FH,27.0,US Representative,Hispanic/Latino,Male,R,andrewalvareztx,Andrew Ruben Alvarez
Y,Running,P,2022-03-01,TX,FL,FH,27.0,US Representative,White/Caucasian,Male,R,michaeljcloud,Michael Cloud
,Running,P,2022-03-01,TX,FL,FH,27.0,US Representative,,Male,R,ckmapp,Christopher K. Mapp
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,,Male,R,rolando4usd28,Rolando D. Rodriguez
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,Asian/Pacific American,Male,R,williefortexas,Willie Vasquez Ng
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,,Male,R,eric4congress,Eric Hohman
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,,Male,R,edcabrera4sotx,Ed Cabrera
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,Hispanic/Latino,Female,D,tannyafortexas,Tannya Benavides
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,Hispanic/Latino,Female,D,jcisnerostx,Jessica Cisneros
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,White/Caucasian,Female,R,texas_sandra,Sandra Linn Whitten
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,White/Caucasian,Male,R,fightlikehelltx,Steven C. Fowler
,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,Hispanic/Latino,Female,R,casandralgarcia,Casandra Garcia
Y,Running,P,2022-03-01,TX,FL,FH,28.0,US Representative,Hispanic/Latino,Male,D,cuellarcampaign,Henry Cuellar
,Running,P,2022-03-01,TX,FL,FH,29.0,US Representative,Hispanic/Latino,Female,R,jaimyblanco,Jaimy Z. Blanco
,Running,P,2022-03-01,TX,FL,FH,29.0,US Representative,Hispanic/Latino,Male,R,juliofortexas29,Julio Garza
Y,Running,P,2022-03-01,TX,FL,FH,29.0,US Representative,Hispanic/Latino,Female,D,lacongresista,Sylvia Garcia
,Running,P,2022-03-01,TX,FL,FH,3.0,US Representative,White/Caucasian,Male,R,rickey4congress,Rickey Williams
,Running,P,2022-03-01,TX,FL,FH,3.0,US Representative,White/Caucasian,Female,R,realsuzanneharp,Suzanne Cassimatis Harp
,Running,P,2022-03-01,TX,FL,FH,3.0,US Representative,,Male,D,sandeepfortexas,Sandeep Srivastava
,Running,P,2022-03-01,TX,FL,FH,3.0,US Representative,Black/African American,Male,D,docshelby2022,Billie Ray Shelby
,Running,P,2022-03-01,TX,FL,FH,3.0,US Representative,White/Caucasian,Male,R,selfforcongress,Keith Self
Y,Withdrew From Race,P,2022-03-01,TX,FL,FH,3.0,US Representative,White/Caucasian,Male,R,vantaylortx,Van Taylor
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,,Male,D,roywmsjr,Roy Williams
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,R,for_kinya,Kinya J. Jefferson
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,,Male,R,goodwincastillo,Kelvin Goodwin
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Male,D,arthurdixontx,Arthur Dixon
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,D,hillvonciel,Vonciel Jones Hill
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,,Female,D,keishawlankford,Keisha Lankford
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Male,D,zachmanningtx,Zachariah C. Manning
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,D,jessicamasontx,Jessica Mason
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,D,jasmineforus,Jasmine Crockett
,Withdrew From Race,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,D,clevelandfor30,Shenita Cleveland
,Withdrew From Race,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Male,R,sgt_pennie,Demetrick Pennie
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,,Male,D,abelfortexas,Abel Mulugheta
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,D,janehopetx,Jane Hope Hamilton
,Running,P,2022-03-01,TX,FL,FH,30.0,US Representative,Black/African American,Female,D,bmallorycaraway,Barbara Mallory Caraway
,Withdrew From Race,P,2022-03-01,TX,FL,FH,31.0,US Representative,,Male,D,hildnerfortexas,Jonathan D. Hildner
,Withdrew From Race,P,2022-03-01,TX,FL,FH,31.0,US Representative,Black/African American,Male,D,scurrylaw,Christopher M. Scurry
,Running,P,2022-03-01,TX,FL,FH,31.0,US Representative,,Male,R,garapati4texas,Abhiram Garapati
Y,Running,P,2022-03-01,TX,FL,FH,31.0,US Representative,White/Caucasian,Male,R,judgejohncarter,John Carter
,Running,P,2022-03-01,TX,FL,FH,32.0,US Representative,,Male,R,webbfortexas,Justin Webb
,Running,P,2022-03-01,TX,FL,FH,32.0,US Representative,,Male,R,swadforcongress,Antonio Swad
,Running,P,2022-03-01,TX,FL,FH,32.0,US Representative,,Male,R,nathandavistx,Nathan Davis
,Running,P,2022-03-01,TX,FL,FH,32.0,US Representative,,Male,R,okpaforcongress,Ejike E. Okpa
,Withdrew From Race,P,2022-03-01,TX,FL,FH,32.0,US Representative,,Male,R,salazarfortexas,Girien R. Salazar
